Nome,Punteggio,Fantamedia anno 2022-2023,Fantamedia anno 2021-2022,Fantamedia anno 2020-2021,Presenze 2022-2023,Fanta Media 2022-2023,FM su tot gare 2022-2023,Presenze previste,Gol previsti,Assist previsti,Ruolo,Skills,Buon investimento,Resistenza infortuni,Consigliato prossima giornata,Nuovo acquisto,Infortunato,Squadra,Trend,Presenze campionato corrente
BAJRAMI NEDIM,69,6.01,6.91,nd,36,6.01,5.69,21/30,3/5,0/3,TRQ,"['Outsider', 'Panchinaro', 'Goleador', 'Piazzati']",40,40,False,True,False,Sassuolo,DOWN,36
GONZALEZ DIEGO,69,nd,nd,nd,0,0.00,0.00,11/20,0/3,0/3,TRQ,"['Panchinaro', 'Goleador', 'Assistman', 'Piazzati', 'Giovane talento']",40,40,False,True,False,Lazio,STABLE,0
OUDIN REMI,68,6.30,nd,nd,25,6.30,4.14,11/20,3/5,0/3,TRQ,"['Panchinaro', 'Assistman']",40,40,True,False,False,Lecce,STABLE,25
POLITANO MATTEO,66,6.54,6.57,7.04,23,6.54,3.96,21/30,4/7,3/5,TRQ,"['Titolare', 'Buona Media', 'Goleador', 'Piazzati']",60,80,False,False,False,Napoli,DOWN,23
KASTANOS GRIGORIS,66,6.20,5.98,nd,22,6.20,3.59,11/20,0/3,0/3,TRQ,"['Panchinaro', 'Falloso']",40,60,False,False,False,Salernitana,UP,22
DE KETELAERE CHARLES,65,5.74,nd,nd,27,5.74,4.08,11/20,3/5,3/5,TRQ,"['Titolare', 'Goleador', 'Assistman', 'Piazzati', 'Falloso']",40,60,False,False,False,Milan,STABLE,27
RADONJIC NEMANJA,64,6.54,nd,nd,26,6.54,4.47,21/30,3/5,3/5,TRQ,"['Titolare', 'Assistman', 'Falloso']",60,40,False,False,True,Torino,STABLE,26
SOTTIL RICCARDO,61,6.06,6.41,6.32,16,6.06,2.55,11/20,3/5,0/3,TRQ,"['Titolare', 'Falloso', 'Giovane talento']",40,60,False,False,False,Fiorentina,DOWN,16
GAETANO GIANLUCA,60,6.88,6.00,nd,4,6.88,0.72,21/30,3/5,0/3,TRQ,"['Panchinaro', 'Goleador', 'Assistman']",40,60,False,False,False,Napoli,UP,4
MANCOSU MARCO,58,nd,nd,nd,0,0.00,0.00,11/20,3/5,3/5,TRQ,"['Titolare', 'Assistman']",60,60,False,False,False,Cagliari,STABLE,0
SOLBAKKEN OLA,58,6.39,nd,nd,9,6.39,1.51,11/20,3/5,4/7,TRQ,"['Outsider', 'Panchinaro', 'Assistman']",40,80,False,True,False,Roma,STABLE,9
GARRITANO LUCA,54,nd,nd,nd,0,0.00,0.00,21/30,0/3,3/5,TRQ,['Titolare'],40,60,False,False,False,Frosinone,STABLE,0
NGONGE CYRIL,54,6.73,nd,nd,13,6.73,2.30,11/20,0/3,0/3,TRQ,"['Panchinaro', 'Giovane talento']",40,80,False,True,False,Verona,STABLE,13
PEREIRO GASTON,54,nd,6.94,7.17,0,0.00,0.00,0/10,0,0,TRQ,['Panchinaro'],20,40,False,False,False,Cagliari,STABLE,0
ROMERO LUKA,53,7.75,5.50,nd,2,7.75,0.41,11/20,0/3,0/3,TRQ,"['Panchinaro', 'Giovane talento']",20,80,False,False,False,Milan,UP,2
PARIGINI VITTORIO,53,nd,nd,nd,0,0.00,0.00,11/20,0/3,0/3,TRQ,"['Panchinaro', 'Falloso']",40,60,False,True,False,Genoa,STABLE,0
ASKILDSEN KRISTOFFER,52,5.60,5.50,5.83,15,5.60,2.21,0/10,0/3,0/3,TRQ,"['Outsider', 'Titolare', 'Giovane talento']",40,60,False,False,False,Lecce,UP,15
SECK DEMBA,51,6.06,6.00,nd,9,6.06,1.44,0/10,0/3,0/3,TRQ,"['Panchinaro', 'Giovane talento']",40,80,False,False,False,Torino,UP,9
GUDMUNDSSON ALBERT,50,nd,5.82,nd,0,0.00,0.00,30+,4/7,3/5,TRQ,"['Outsider', 'Titolare', 'Buona Media', 'Goleador', 'Falloso']",60,80,False,False,False,Genoa,STABLE,0
RAFIA HAMZA,50,nd,nd,nd,0,0.00,0.00,11/20,0/3,0/3,TRQ,"['Panchinaro', 'Piazzati']",40,40,False,False,False,Lecce,STABLE,0
MALDINI DANIELE,49,6.43,7.17,nd,15,6.43,2.54,11/20,0/3,0/3,TRQ,['Panchinaro'],40,60,False,False,False,Empoli,DOWN,15
EDERA SIMONE,49,nd,nd,6.50,0,0.00,0.00,0/10,0/3,0/3,TRQ,['Panchinaro'],40,40,False,False,False,Torino,STABLE,0
D'ANDREA LUCA,48,6.20,nd,nd,5,6.20,0.82,11/20,0/3,3/5,TRQ,"['Panchinaro', 'Assistman', 'Falloso', 'Giovane talento']",20,60,False,True,False,Sassuolo,STABLE,5
DUDA ONDREJ,48,5.68,nd,nd,14,5.68,2.09,11/20,0/2,0/3,TRQ,"['Outsider', 'Panchinaro']",40,80,False,True,True,Verona,STABLE,14
VIGNATO EMANUEL,48,6.35,5.91,6.20,10,6.35,1.67,11/20,0/3,0/3,TRQ,"['Panchinaro', 'Giovane talento']",40,60,False,True,False,Empoli,UP,10
PAFUNDI SIMONE,43,5.75,nd,nd,2,5.75,0.30,0/10,0/1,0/2,TRQ,"['Panchinaro', 'Giovane talento']",20,80,False,False,False,Udinese,STABLE,2
VIGNATO SAMUELE,41,6.75,nd,nd,2,6.75,0.36,0/10,0/2,0/2,TRQ,"['Panchinaro', 'Giovane talento']",40,60,False,False,False,Monza,STABLE,2
BERARDI DOMENICO,97,8.10,8.45,8.37,24,8.10,5.12,30+,12/15,8/11,ATT,"['Fuoriclasse', 'Titolare', 'Goleador', 'Rigorista', 'Piazzati', 'Falloso']",60,60,True,False,False,Sassuolo,DOWN,24
OSIMHEN VICTOR,97,9.14,8.50,7.63,32,9.14,7.70,21/30,16/19,3/5,ATT,"['Outsider', 'Titolare', 'Goleador', 'Rigorista', 'Giovane talento']",60,60,True,False,False,Napoli,UP,32
MARTINEZ LAUTARO,95,8.16,8.26,7.87,37,8.16,7.95,21/30,12/15,3/5,ATT,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Goleador', 'Rigorista']",60,80,True,False,False,Inter,DOWN,37
SANABRIA ANTONIO,94,7.52,6.92,7.00,31,7.52,6.13,11/20,4/7,0/3,ATT,"['Titolare', 'Rigorista']",40,60,False,False,False,Torino,UP,31
IMMOBILE CIRO,92,7.48,9.25,7.70,29,7.48,5.71,30+,20+,3/5,ATT,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Goleador', 'Rigorista']",80,60,True,False,False,Lazio,DOWN,29
LUKAKU ROMELU,92,7.66,nd,8.89,25,7.66,5.04,21/30,16/19,3/5,ATT,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Goleador', 'Rigorista']",80,80,True,False,False,Inter,STABLE,25
LEAO RAFAEL,89,7.90,8.12,6.78,34,7.90,7.07,21/30,8/11,4/7,ATT,"['Titolare', 'Buona Media', 'Goleador', 'Assistman', 'Giovane talento']",40,60,True,False,False,Milan,DOWN,34
GIROUD OLIVIER,84,7.42,7.63,nd,33,7.42,6.44,21/30,8/11,3/5,ATT,"['Outsider', 'Titolare', 'Buona Media', 'Goleador', 'Rigorista']",60,60,True,False,False,Milan,DOWN,33
VLAHOVIC DUSAN,83,7.16,8.73,8.01,25,7.16,4.71,21/30,20+,4/7,ATT,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Goleador', 'Rigorista', 'Piazzati', 'Giovane talento']",60,60,False,False,False,Juventus,DOWN,25
EL SHAARAWY STEPHAN,82,7.15,6.31,5.94,26,7.15,4.89,11/20,3/5,3/5,ATT,"['Panchinaro', 'Assistman']",60,60,True,False,False,Roma,UP,26
MKHITARYAN HENRIKH,80,6.39,6.85,7.74,31,6.39,5.21,21/30,4/7,4/7,ATT,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Goleador', 'Assistman']",60,40,False,False,True,Inter,DOWN,31
DYBALA PAULO,80,8.24,7.41,6.72,25,8.24,5.42,21/30,8/11,4/7,ATT,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Goleador', 'Assistman', 'Rigorista', 'Piazzati']",60,40,False,False,False,Roma,UP,25
ABRAHAM TAMMY,80,6.96,7.74,nd,34,6.96,6.23,21/30,8/11,4/7,ATT,"['Outsider', 'Titolare', 'Goleador']",60,40,False,False,True,Roma,DOWN,34
THURAM MARCUS,80,nd,nd,nd,0,0.00,0.00,21/30,8/11,4/7,ATT,"['Outsider', 'Titolare', 'Goleador']",60,60,False,True,False,Inter,STABLE,0
BARROW MUSA,79,6.36,6.91,6.76,29,6.36,4.85,21/30,8/11,0/3,ATT,"['Titolare', 'Goleador', 'Piazzati', 'Giovane talento']",40,80,True,False,False,Bologna,DOWN,29
MURIEL LUIS,79,6.42,7.60,8.89,25,6.42,4.22,21/30,16/19,3/5,ATT,"['Fuoriclasse', 'Panchinaro', 'Buona Media', 'Goleador', 'Rigorista']",60,40,False,False,False,Atalanta,DOWN,25
LAPADULA GIANLUCA,79,nd,nd,6.50,0,0.00,0.00,30+,8/11,3/5,ATT,"['Outsider', 'Titolare', 'Goleador', 'Rigorista', 'Falloso']",60,60,False,False,False,Cagliari,STABLE,0
BONAZZOLI FEDERICO,79,6.36,7.13,6.61,21,6.36,3.51,21/30,8/11,0/3,ATT,"['Outsider', 'Titolare', 'Buona Media', 'Goleador', 'Rigorista', 'Giovane talento']",60,60,False,False,False,Salernitana,DOWN,21
LUCCA LORENZO,77,nd,nd,nd,0,0.00,0.00,21/30,8/11,3/5,ATT,"['Outsider', 'Titolare', 'Goleador', 'Rigorista', 'Piazzati', 'Giovane talento']",40,60,False,True,False,Udinese,STABLE,0
ARNAUTOVIC MARKO,76,7.74,7.50,nd,21,7.74,4.28,21/30,8/11,0/3,ATT,"['Titolare', 'Goleador', 'Rigorista', 'Falloso']",40,60,False,False,False,Bologna,UP,21
CEESAY ASSAN,75,6.53,nd,nd,30,6.53,5.16,0/10,8/11,0,ATT,"['Outsider', 'Titolare', 'Rigorista']",40,60,True,False,False,Lecce,STABLE,30
JOVIC LUKA,75,6.56,nd,nd,27,6.56,4.66,11/20,8/11,0/3,ATT,"['Titolare', 'Goleador', 'Rigorista']",60,60,True,False,False,Fiorentina,STABLE,27
BELOTTI ANDREA,75,5.75,7.29,7.64,22,5.75,3.33,11/20,4/7,3/5,ATT,"['Panchinaro', 'Goleador', 'Rigorista']",40,40,False,False,False,Roma,DOWN,22
LOOKMAN ADEMOLA,75,7.92,nd,nd,30,7.92,6.25,21/30,4/7,4/7,ATT,"['Outsider', 'Titolare']",40,40,False,False,False,Atalanta,STABLE,30
GONZALEZ NICOLAS,75,6.86,7.19,nd,22,6.86,3.97,11/20,4/7,3/5,ATT,"['Outsider', 'Titolare', 'Goleador', 'Rigorista', 'Piazzati', 'Falloso']",40,40,True,False,False,Fiorentina,DOWN,22
DEULOFEU GERARD,74,7.07,7.67,6.33,15,7.07,2.79,21/30,8/11,8/11,ATT,"['Outsider', 'Panchinaro', 'Buona Media', 'Goleador', 'Assistman', 'Rigorista', 'Piazzati', 'Falloso']",40,40,False,False,True,Udinese,DOWN,15
CORREA JOAQUIN,74,6.35,6.83,6.91,23,6.35,3.84,21/30,4/7,4/7,ATT,"['Outsider', 'Titolare', 'Buona Media']",60,60,False,False,False,Inter,DOWN,23
CAPRARI GIANLUCA,74,6.40,7.81,6.52,36,6.40,6.06,21/30,4/7,3/5,ATT,"['Titolare', 'Buona Media', 'Rigorista', 'Piazzati']",60,40,False,False,False,Monza,DOWN,36
ESPOSITO SEBASTIANO,74,nd,nd,nd,0,0.00,0.00,11/20,4/7,3/5,ATT,"['Outsider', 'Panchinaro', 'Goleador', 'Giovane talento']",40,60,False,True,False,Inter,STABLE,0
DIA BOULAYE,74,7.82,nd,nd,33,7.82,6.79,30+,8/11,4/7,ATT,"['Titolare', 'Buona Media', 'Goleador']",40,40,False,False,False,Salernitana,STABLE,33
MILIK ARKADIUSZ,74,6.74,nd,nd,27,6.74,4.79,21/30,8/11,3/5,ATT,"['Outsider', 'Panchinaro', 'Goleador', 'Rigorista']",80,40,False,False,False,Juventus,STABLE,27
PETAGNA ANDREA,74,6.56,6.92,7.09,31,6.56,5.35,21/30,4/7,3/5,ATT,"['Titolare', 'Falloso']",60,80,True,False,False,Monza,DOWN,31
SIMEONE GIOVANNI,74,7.33,7.71,6.34,12,7.33,2.31,21/30,4/7,3/5,ATT,['Panchinaro'],60,60,False,False,False,Napoli,DOWN,12
BRENNER SOUZA DA SILVA,73,nd,nd,nd,0,0.00,0.00,21/30,8/11,3/5,ATT,"['Outsider', 'Titolare', 'Goleador', 'Rigorista']",40,40,False,True,False,Udinese,STABLE,0
RASPADORI GIACOMO,73,6.22,6.89,7.15,23,6.22,3.76,21/30,8/11,3/5,ATT,"['Outsider', 'Panchinaro', 'Goleador', 'Giovane talento']",60,60,True,False,False,Napoli,DOWN,23
KOUAME' CHRISTIAN,71,6.63,nd,5.83,28,6.63,4.89,21/30,3/5,3/5,ATT,"['Titolare', 'Buona Media', 'Goleador', 'Giovane talento']",60,40,True,False,False,Fiorentina,STABLE,28
HOJLUND RASMUS,71,7.07,nd,nd,30,7.07,5.58,11/20,4/7,0/3,ATT,"['Outsider', 'Titolare', 'Goleador', 'Giovane talento']",40,40,True,False,False,Atalanta,STABLE,30
ZAPATA DUVAN,71,6.27,7.94,7.88,24,6.27,3.96,30+,16/19,4/7,ATT,"['Panchinaro', 'Buona Media', 'Goleador', 'Rigorista']",80,80,False,False,True,Atalanta,DOWN,24
MOTA CARVALHO DANY,70,6.64,nd,nd,29,6.64,5.07,21/30,4/7,0/3,ATT,"['Titolare', 'Buona Media']",40,40,False,False,False,Monza,STABLE,29
CAPUTO FRANCESCO,69,6.44,6.97,7.65,36,6.44,6.10,30+,12/15,3/5,ATT,"['Titolare', 'Goleador', 'Rigorista']",60,60,True,True,False,Empoli,DOWN,36
YEBOAH KELVIN,69,nd,5.71,nd,0,0.00,0.00,11/20,3/5,0/3,ATT,"['Panchinaro', 'Falloso']",40,80,False,False,False,Genoa,STABLE,0
CABRAL ARTURO,69,7.31,6.63,nd,21,7.31,4.04,11/20,4/7,3/5,ATT,"['Panchinaro', 'Goleador', 'Rigorista', 'Falloso']",40,60,False,False,False,Fiorentina,UP,21
LAURIENTE' ARMAND,68,7.18,nd,nd,28,7.18,5.29,11/20,3/5,0/3,ATT,['Titolare'],40,40,False,False,True,Sassuolo,STABLE,28
LOZANO HIRVING,67,6.43,6.80,7.39,29,6.43,4.91,30+,8/11,3/5,ATT,"['Titolare', 'Buona Media', 'Goleador']",60,60,False,False,True,Napoli,DOWN,29
BOGA JEREMIE,67,6.86,5.94,6.46,18,6.86,3.25,21/30,8/11,3/5,ATT,"['Titolare', 'Goleador', 'Assistman']",60,60,False,False,True,Atalanta,UP,18
HENRY THOMAS,67,6.17,6.69,nd,15,6.17,2.44,21/30,4/7,0/3,ATT,"['Panchinaro', 'Buona Media', 'Goleador']",40,60,False,False,True,Verona,DOWN,15
BETO NORBERTO BETUNCAL,67,6.97,7.34,nd,33,6.97,6.05,21/30,8/11,0/3,ATT,"['Outsider', 'Titolare', 'Goleador', 'Falloso']",40,60,False,False,False,Udinese,DOWN,33
PINAMONTI ANDREA,67,6.06,7.26,7.00,32,6.06,5.10,21/30,12/15,0/3,ATT,"['Titolare', 'Buona Media', 'Goleador', 'Rigorista', 'Giovane talento']",60,60,False,False,False,Sassuolo,DOWN,32
DEFREL GREGOIRE,66,5.96,6.12,6.30,25,5.96,3.92,21/30,3/5,0/3,ATT,['Panchinaro'],40,40,False,False,False,Sassuolo,DOWN,25
CANCELLIERI MATTEO,66,5.83,6.60,nd,6,5.83,0.92,11/20,3/5,3/5,ATT,"['Outsider', 'Panchinaro', 'Goleador', 'Falloso', 'Giovane talento']",40,80,False,False,False,Lazio,DOWN,6
CAMBIAGHI NICOLO,65,6.90,nd,nd,25,6.90,4.54,11/20,0/3,0/3,ATT,"['Panchinaro', 'Giovane talento']",40,60,True,False,False,Empoli,STABLE,25
KARAMOH YANN,64,6.83,nd,6.12,15,6.83,2.70,11/20,0/3,0/3,ATT,"['Panchinaro', 'Goleador', 'Falloso']",40,80,True,False,False,Torino,STABLE,15
BANDA LAMECK,64,6.17,nd,nd,32,6.17,5.20,11/20,0/3,3/5,ATT,"['Titolare', 'Giovane talento']",40,40,False,False,False,Lecce,STABLE,32
ZIRKZEE JOSHUA,64,6.44,nd,nd,18,6.44,3.05,11/20,3/5,0/3,ATT,"['Outsider', 'Panchinaro', 'Goleador', 'Giovane talento']",40,20,True,False,False,Bologna,STABLE,18
SUCCESS ISAAC,64,6.17,6.82,nd,30,6.17,4.87,11/20,0/3,0/3,ATT,"['Titolare', 'Falloso']",40,40,False,False,True,Udinese,DOWN,30
PIATEK KRZYSZTOF,63,6.28,6.50,nd,32,6.28,5.29,21/30,8/11,0/3,ATT,"['Outsider', 'Titolare', 'Goleador', 'Rigorista']",60,80,False,False,False,Salernitana,DOWN,32
EKUBAN CALEB,63,nd,5.84,nd,0,0.00,0.00,11/20,3/5,3/5,ATT,['Panchinaro'],40,40,False,False,False,Genoa,STABLE,0
LUVUMBO ZITO,62,nd,nd,nd,0,0.00,0.00,11/20,3/5,3/5,ATT,"['Titolare', 'Giovane talento']",40,60,False,False,False,Cagliari,STABLE,0
LASAGNA KEVIN,62,5.90,6.25,5.97,24,5.90,3.73,21/30,4/7,3/5,ATT,['Titolare'],60,60,False,False,True,Verona,DOWN,24
KEAN MOISE,62,6.52,6.68,nd,23,6.52,3.95,21/30,8/11,3/5,ATT,"['Panchinaro', 'Goleador', 'Falloso', 'Giovane talento']",40,80,False,False,False,Juventus,DOWN,23
REBIC ANTE,61,6.39,6.40,7.44,18,6.39,3.03,11/20,4/7,3/5,ATT,"['Panchinaro', 'Buona Media']",40,60,False,False,False,Milan,DOWN,18
CASO GIUSEPPE,61,nd,nd,nd,0,0.00,0.00,30+,4/7,3/5,ATT,"['Titolare', 'Goleador']",60,60,False,False,False,Frosinone,STABLE,0
DJURIC MILAN,60,6.06,6.60,nd,24,6.06,3.83,11/20,3/5,0/3,ATT,['Titolare'],40,60,False,False,False,Verona,DOWN,24
COLOMBO LORENZO,59,6.37,nd,5.75,26,6.37,4.36,11/20,4/7,0/3,ATT,"['Titolare', 'Goleador', 'Falloso', 'Giovane talento']",40,60,False,False,False,Lecce,STABLE,26
PELLEGRI PIETRO,59,6.50,6.15,nd,11,6.50,1.88,21/30,4/7,0/3,ATT,"['Panchinaro', 'Goleador', 'Giovane talento']",40,80,False,False,False,Torino,UP,11
ORIGI DIVOCK,59,6.05,nd,nd,21,6.05,3.34,21/30,8/11,0/3,ATT,['Titolare'],60,40,False,False,False,Milan,STABLE,21
PAVOLETTI LEONARDO,59,nd,6.37,6.50,0,0.00,0.00,11/20,4/7,0/3,ATT,"['Panchinaro', 'Buona Media']",40,60,False,False,False,Cagliari,STABLE,0
PICCOLI ROBERTO,58,6.22,6.19,7.14,16,6.22,2.62,11/20,4/7,0/3,ATT,"['Panchinaro', 'Falloso', 'Giovane talento']",40,60,False,True,False,Empoli,UP,16
JORGE KAIO,56,nd,5.75,nd,0,0.00,0.00,0/10,3/5,0/3,ATT,"['Panchinaro', 'Giovane talento']",40,60,False,False,True,Juventus,STABLE,0
BREKALO JOSIP,56,6.00,6.87,nd,6,6.00,0.95,11/20,3/5,3/5,ATT,"['Titolare', 'Buona Media']",40,60,False,False,False,Fiorentina,DOWN,6
ALVAREZ AGUSTIN,55,6.35,nd,nd,10,6.35,1.67,0/10,8/11,0,ATT,"['Panchinaro', 'Giovane talento']",40,60,False,False,True,Sassuolo,STABLE,10
THAUVIN FLORIAN,55,5.68,nd,nd,11,5.68,1.64,21/30,3/5,4/7,ATT,"['Outsider', 'Titolare', 'Buona Media', 'Assistman']",60,60,False,True,False,Udinese,STABLE,11
BOTHEIM ERIK,54,6.15,nd,nd,17,6.15,2.75,21/30,3/5,3/5,ATT,"['Outsider', 'Panchinaro']",40,60,False,False,False,Salernitana,STABLE,17
PJACA MARKO,51,5.81,6.45,6.21,13,5.81,1.99,11/20,3/5,0/3,ATT,"['Panchinaro', 'Assistman', 'Piazzati']",40,40,False,False,False,Empoli,DOWN,13
FAVILLI ANDREA,49,nd,5.50,6.56,0,0.00,0.00,11/20,4/7,3/5,ATT,"['Outsider', 'Panchinaro', 'Falloso', 'Giovane talento']",40,20,False,True,False,Genoa,STABLE,0
KALLON YAYAH,49,6.00,5.85,6.50,22,6.00,3.47,21/30,3/5,0/3,ATT,"['Titolare', 'Giovane talento']",40,60,False,False,False,Verona,UP,22
BIDAOUI SOUFIANE,49,nd,nd,nd,0,0.00,0.00,0/10,0/2,0/2,ATT,['Panchinaro'],20,60,False,False,False,Frosinone,STABLE,0
SATRIANO MARTIN,49,6.08,6.00,nd,26,6.08,4.16,11/20,0/3,0/3,ATT,"['Outsider', 'Titolare', 'Giovane talento']",20,60,False,False,False,Empoli,UP,26
SOULE' MATIAS,48,6.57,nd,nd,7,6.57,1.21,0/10,0,0,ATT,['Panchinaro'],60,40,False,False,False,Juventus,STABLE,7
ZERBIN ALESSIO,47,5.63,nd,nd,4,5.63,0.59,0/10,0,0,ATT,"['Outsider', 'Panchinaro']",20,20,False,False,False,Napoli,STABLE,4
VALENCIA DIEGO,47,5.58,nd,nd,6,5.58,0.88,11/20,0/3,0/3,ATT,"['Panchinaro', 'Falloso']",40,60,False,False,False,Salernitana,STABLE,6
BAEZ JAIME,45,5.75,nd,nd,2,5.75,0.30,11/20,0/3,0/3,ATT,['Panchinaro'],40,60,False,False,False,Frosinone,STABLE,2
BRAAF JAYDEN,42,5.50,nd,7.17,6,5.50,0.87,11/20,0/3,0/3,ATT,"['Panchinaro', 'Giovane talento']",40,40,False,False,False,Verona,STABLE,6
PUSCAS GEORGE,0,nd,nd,nd,0,0.00,0.00,11/20,3/5,0/3,ATT,['Panchinaro'],20,40,False,False,False,Genoa,STABLE,0
CODA MASSIMO,0,nd,nd,nd,0,0.00,0.00,11/20,4/7,3/5,ATT,"['Panchinaro', 'Rigorista']",40,40,False,False,False,Genoa,STABLE,0
PULISIC CHRISTIAN,0,nd,nd,nd,0,0.00,0.00,21/30,4/7,3/5,ATT,"['Titolare', 'Goleador', 'Piazzati']",40,60,False,True,False,Milan,STABLE,0
